country, order_value_EUR , cost ,date,category,customer_name,sales_manager,sales_rep,device_type,order_id
Finland,"293,767.28",254079.32,6/5/2020,Games,West-Cummings,Hube Corey,Wat Bowkley,PC,29-0601002
Sweden,"57,913.36",48693.55,9/11/2019,Games,"Murray, Reichel and Nolan",Maxie Marrow,Alyosha Meah,PC,90-2797129
UK,"63,979.04",56032.84,10/22/2019,Games,Schoen-Keeling,Jessamine Apark,Genevra Charrisson,PC,27-3437546
France,"102,255.86",83379.43,11/12/2020,Smartphones,Rath-Schroeder,Othello Bowes,Avrit Chanders,PC,78-3726363
Finland,"107,271.94",86665.00,8/23/2020,Games,Johns and Sons,Hube Corey,Wat Bowkley,PC,78-8990131
Austria,"51,090.76",40739.77,3/12/2020,Electronics,Smith Group,Orsa Geekin,Bank Coumbe,PC,85-2223377
Sweden,"102,299.92",81706.95,8/22/2019,Beauty,"Rowe, Hermiston and Kessler",Maxie Marrow,Alyosha Meah,PC,73-9246627
France,"144,204.86",115262.94,11/8/2020,Books,McClure Inc,Othello Bowes,Amelina Piscopiello,PC,56-7910696
France,"36,183.97",30579.07,8/9/2020,Books,"Bashirian, Okuneva and Bechtelar",Othello Bowes,Avrit Chanders,Mobile,91-4296427
UK,"47,771.76",39234.95,5/29/2019,Beauty,Dibbert Inc,Jessamine Apark,Genevra Charrisson,PC,70-8181545
Spain,"44,038.31",36252.34,1/24/2020,Electronics,Corwin and Sons,Emalia Dinse,Manuel Goudie,PC,94-0775004
Sweden,"116,469.33",95190.38,1/31/2020,Outdoors,"Hermiston, Simonis and Wisoky",Maxie Marrow,Caro Morfield,PC,89-3466746
UK,"227,856.66",199010.01,7/20/2020,Electronics,"Keeling, Monahan and Pollich",Jessamine Apark,Jay Morefield,PC,11-5257937
Sweden,"67,161.99",55764.60,9/20/2019,Electronics,"Lubowitz, McLaughlin and Erdman",Maxie Marrow,Tarrah Castelletti,PC,22-7587128
Ireland,"168,178.03",142665.42,4/29/2020,Clothing,Walter LLC,Glenine Suttaby,Bunnie Tonbridge,PC,36-7597839
Sweden,"42,611.78",35755.54,3/12/2020,Clothing,Walter LLC,Maxie Marrow,Tarrah Castelletti,Mobile,16-2824654
Sweden,"166,507.76",143896.01,8/27/2020,Accessories,Labadie and Sons,Maxie Marrow,Madelon Bront,PC,49-1743669
Spain,"131,409.90",115325.33,11/15/2020,Electronics,McClure Inc,Emalia Dinse,Bertha Walbrook,PC,48-7252604
Portugal,"133,072.00",108600.06,10/28/2020,Outdoors,O'Connell-Mitchell,Celine Tumasian,Corene Shirer,PC,07-1769568
Finland,"180,250.02",147354.39,6/3/2019,Electronics,"Hartmann, Hane and Pfannerstill",Hube Corey,Mellicent Mattys,PC,57-5645459
Portugal,"48,090.78",42040.96,3/19/2020,Books,Kihn Inc,Celine Tumasian,Corene Shirer,PC,13-0740797
Sweden,"168,530.22",136981.36,5/16/2020,Appliances,West-Cummings,Maxie Marrow,Tarrah Castelletti,PC,34-9966345
Sweden,"36,785.28",30546.50,8/31/2019,Appliances,Johns and Sons,Maxie Marrow,Anita Woakes,PC,91-6738094
Ireland,"126,409.18",104692.08,10/4/2020,Smartphones,Dibbert Inc,Glenine Suttaby,Bunnie Tonbridge,PC,32-9007470
Portugal,"49,990.72",42927.03,1/4/2020,Electronics,"Rowe, Hermiston and Kessler",Celine Tumasian,Smitty Culverhouse,PC,68-6382353
Sweden,"36,644.05",30491.51,11/20/2020,Clothing,Larkin-Collier,Maxie Marrow,Caro Morfield,PC,88-5406813
Sweden,"115,226.80",94336.18,5/15/2019,Beauty,Wisoky Inc,Maxie Marrow,Tarrah Castelletti,PC,42-2765593
Finland,"154,078.75",131336.73,9/5/2020,Books,"Lueilwitz, Kerluke and Lesch",Hube Corey,Wat Bowkley,PC,76-0724533
Bulgaria,"80,328.16",65836.96,9/23/2020,Games,"Hermiston, Simonis and Wisoky",Charil Alpe,Bernadine Fullagar,PC,45-3965395
Portugal,"99,832.12",84128.53,5/15/2019,Appliances,Romaguera-Haley,Celine Tumasian,Aurelie Wren,PC,46-6126203
Finland,"133,057.07",113351.32,5/3/2020,Other,Romaguera-Dietrich,Hube Corey,Wat Bowkley,PC,27-7554919
Ireland,"80,719.44",64422.19,2/9/2019,Appliances,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,PC,59-1230573
France,"124,534.96",107012.89,7/18/2020,Books,"Dickinson, Hyatt and Berge",Othello Bowes,Maighdiln Upcraft,PC,45-2229786
Sweden,"67,611.54",56191.95,10/30/2019,Clothing,Kihn Inc,Maxie Marrow,Caro Morfield,PC,62-7218897
France,"132,760.25",105039.91,1/7/2020,Beauty,"Swaniawski, Runolfsson and Green",Othello Bowes,Crysta Halls,PC,55-4161787
France,"177,802.70",155079.51,7/18/2019,Other,Larkin-Collier,Othello Bowes,Amelina Piscopiello,PC,56-2537757
Bulgaria,"98,963.03",80367.88,10/12/2020,Accessories,Wyman Group,Charil Alpe,Bernadine Fullagar,PC,20-0021649
Bulgaria,"126,582.50",103683.73,2/17/2020,Beauty,"Rowe, Hermiston and Kessler",Charil Alpe,Bernadine Fullagar,PC,93-2627296
Portugal,"141,965.11",119193.91,9/18/2019,Beauty,Friesen and Sons,Celine Tumasian,Hortense Gerring,PC,56-2408571
Ireland,"167,301.52",147074.77,5/6/2019,Outdoors,"Christiansen, Donnelly and Bechtelar",Glenine Suttaby,Bunnie Tonbridge,PC,80-3206606
France,"133,985.91",116741.92,1/15/2019,Clothing,Kihn Inc,Othello Bowes,Amelina Piscopiello,PC,48-3190394
France,"91,540.03",74916.36,9/9/2019,Clothing,Kihn Inc,Othello Bowes,Ora Grennan,PC,38-6130023
UK,"146,055.05",117822.61,10/7/2019,Clothing,"Hartmann, Hane and Pfannerstill",Jessamine Apark,Winny Agnolo,Tablet,38-2969743
Sweden,"113,586.11",91641.27,2/19/2019,Outdoors,Labadie and Sons,Maxie Marrow,Tarrah Castelletti,Mobile,48-8166416
Ireland,"135,662.46",116764.68,5/2/2020,Beauty,Corwin and Sons,Glenine Suttaby,Palm Wetherald,PC,33-4102367
Portugal,"113,781.45",91104.81,10/8/2019,Books,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,PC,44-5240815
France,"111,462.88",94130.40,9/3/2020,Outdoors,Romaguera-Dietrich,Othello Bowes,Avrit Chanders,Tablet,70-9378988
UK,"34,748.75",27475.84,9/27/2020,Smartphones,Wiza and Sons,Jessamine Apark,Genevra Charrisson,Tablet,84-9385946
UK,"137,306.45",108732.98,9/4/2020,Books,Gislason-Stanton,Jessamine Apark,Winny Agnolo,PC,00-1210718
Portugal,"148,212.23",123030.97,9/10/2019,Clothing,Corwin and Sons,Celine Tumasian,Brynn Dempster,PC,92-7917751
Portugal,"159,057.92",139923.25,10/24/2020,Smartphones,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,91-3344544
Sweden,"146,226.36",117916.94,10/18/2020,Smartphones,"Farrell, Swaniawski and Crist",Maxie Marrow,Alyosha Meah,PC,28-1840061
Portugal,"201,537.12",166127.05,6/10/2020,Outdoors,Connelly-Mohr,Celine Tumasian,Brynn Dempster,PC,20-7532198
Portugal,"242,192.19",213104.91,7/2/2019,Accessories,"Schowalter, Lesch and Beahan",Celine Tumasian,Smitty Culverhouse,PC,96-7618409
Luxembourg,"172,397.66",139986.90,1/27/2019,Clothing,Johns and Sons,Ilsa Kob,Jocelyn Laurentino,PC,47-8186791
Belgium,"152,370.57",128478.86,11/20/2019,Games,"Swaniawski, Runolfsson and Green",Lambert Norheny,Collin Mackness,PC,61-8262308
Portugal,"137,419.30",117658.40,5/15/2020,Games,Hane Inc,Celine Tumasian,Smitty Culverhouse,Mobile,39-1945268
France,"67,594.10",54920.21,9/26/2019,Other,"Rowe, Hermiston and Kessler",Othello Bowes,Amelina Piscopiello,PC,70-1769929
Luxembourg,"72,002.26",56996.99,1/17/2019,Appliances,McGlynn-Prosacco,Ilsa Kob,Jocelyn Laurentino,PC,65-0414599
France,"159,926.16",126453.61,9/12/2020,Beauty,McGlynn-Prosacco,Othello Bowes,Ora Grennan,Mobile,44-0517932
France,"65,193.88",53113.45,10/4/2019,Beauty,Friesen and Sons,Othello Bowes,Maighdiln Upcraft,PC,74-1131921
Portugal,"105,374.44",89779.02,2/18/2020,Electronics,Stehr LLC,Celine Tumasian,Brynn Dempster,PC,74-8625042
UK,"83,097.40",68148.18,3/22/2019,Clothing,Corwin and Sons,Jessamine Apark,Jay Morefield,Tablet,36-0185776
Sweden,"139,682.07",113212.32,1/18/2020,Games,Tromp LLC,Maxie Marrow,Anita Woakes,PC,98-4157323
France,"81,095.39",64316.75,9/8/2020,Games,"Murray, Reichel and Nolan",Othello Bowes,Avrit Chanders,PC,36-8783637
Bulgaria,"91,108.56",74089.48,6/24/2020,Appliances,Stehr LLC,Charil Alpe,Shermy McGready,PC,34-0286364
Luxembourg,"47,182.43",40576.89,2/21/2020,Smartphones,Kirlin and Sons,Ilsa Kob,Jocelyn Laurentino,PC,82-0533747
Finland,"161,984.91",138237.92,6/8/2020,Appliances,Romaguera-Dietrich,Hube Corey,Mellicent Mattys,PC,59-9184649
Sweden,"116,548.17",92119.67,5/5/2020,Clothing,Johns and Sons,Maxie Marrow,Anita Woakes,PC,03-3136289
Portugal,"138,764.60",111414.10,5/10/2020,Appliances,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,79-6676714
France,"148,405.47",128845.63,10/27/2019,Electronics,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,82-1082124
Netherlands,"138,249.77",120277.30,8/9/2019,Games,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,PC,79-1331359
Portugal,"115,718.87",100640.70,4/24/2019,Electronics,Hilll-Vandervort,Celine Tumasian,Aurelie Wren,PC,84-7042200
Portugal,"194,326.70",169005.93,7/7/2019,Books,Johns and Sons,Celine Tumasian,Hortense Gerring,Mobile,42-5303223
France,"38,648.72",32368.30,12/4/2020,Beauty,"Leffler, Prohaska and Streich",Othello Bowes,Crysta Halls,Tablet,04-6732680
Sweden,"58,010.14",46089.06,9/11/2019,Appliances,"Bashirian, Okuneva and Bechtelar",Maxie Marrow,Tarrah Castelletti,PC,84-9167618
France,"82,697.53",69548.62,8/12/2020,Games,Kihn Inc,Othello Bowes,Avrit Chanders,PC,47-5319780
Sweden,"68,086.96",58759.05,11/26/2019,Electronics,Stamm-Zulauf,Maxie Marrow,Tarrah Castelletti,PC,20-1013432
Bulgaria,"111,106.06",93195.76,11/11/2020,Games,"Hermiston, Simonis and Wisoky",Charil Alpe,Bernadine Fullagar,PC,87-5540520
Portugal,"227,830.33",182173.13,6/10/2020,Books,O'Connell-Mitchell,Celine Tumasian,Aurelie Wren,PC,59-3526945
France,"87,355.70",74584.30,2/3/2019,Smartphones,Smith Group,Othello Bowes,Crysta Halls,PC,33-4706706
France,"164,267.72",139069.05,10/8/2020,Appliances,Hilll-Vandervort,Othello Bowes,Crysta Halls,PC,51-9052860
UK,"92,179.76",74794.66,7/25/2020,Beauty,"Dickinson, Hyatt and Berge",Jessamine Apark,Jay Morefield,Tablet,99-9021526
Sweden,"124,093.76",105231.51,10/15/2019,Electronics,Armstrong-Little,Maxie Marrow,Anita Woakes,PC,87-0122224
UK,"66,391.58",52635.24,12/4/2019,Clothing,Friesen and Sons,Jessamine Apark,Winny Agnolo,Mobile,88-1711226
France,"197,471.10",162577.96,6/28/2019,Appliances,Johns and Sons,Othello Bowes,Crysta Halls,PC,59-5711012
UK,"122,627.20",100284.52,5/12/2019,Clothing,Wiza and Sons,Jessamine Apark,Winny Agnolo,PC,65-0792739
UK,"159,052.70",127926.09,6/1/2019,Games,Stamm Inc,Jessamine Apark,Genevra Charrisson,PC,75-7245546
Portugal,"85,515.60",67959.25,10/13/2019,Games,Larkin-Collier,Celine Tumasian,Brynn Dempster,PC,05-0243828
Portugal,"42,847.46",34757.86,10/22/2020,Accessories,Morissette Group,Celine Tumasian,Aurelie Wren,PC,14-9919657
France,"125,499.82",100977.16,4/8/2019,Beauty,"Spencer, Rogahn and Muller",Othello Bowes,Ora Grennan,PC,47-9191500
Finland,"222,379.49",192869.73,7/10/2019,Beauty,Labadie and Sons,Hube Corey,Mellicent Mattys,Mobile,51-3543971
Portugal,"85,390.17",74400.46,1/25/2019,Electronics,Stamm-Zulauf,Celine Tumasian,Brynn Dempster,PC,14-4225824
Portugal,"97,514.70",80790.93,2/12/2020,Appliances,Tillman and Sons,Celine Tumasian,Hortense Gerring,PC,88-1349718
UK,"87,321.89",69254.99,1/17/2019,Electronics,Tillman and Sons,Jessamine Apark,Winny Agnolo,Mobile,62-5120016
Sweden,"205,059.80",173029.46,6/23/2020,Electronics,Stehr-Bogan,Maxie Marrow,Caro Morfield,PC,19-4538571
Portugal,"105,833.52",85312.40,3/20/2019,Smartphones,McGlynn-Prosacco,Celine Tumasian,Corene Shirer,PC,01-1212783
France,"40,043.11",35109.80,9/7/2020,Appliances,Romaguera-Haley,Othello Bowes,Ora Grennan,PC,58-8728288
Portugal,"57,859.08",47756.88,12/8/2019,Books,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,Mobile,95-2190016
France,"132,235.46",114132.43,6/1/2020,Books,"Zieme, Bailey and Herzog",Othello Bowes,Ora Grennan,PC,95-4388709
UK,"33,724.53",26770.53,1/30/2020,Beauty,Gorczany-Lehner,Jessamine Apark,Winny Agnolo,Mobile,57-8678621
Ireland,"36,070.76",29339.96,5/17/2019,Other,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,Mobile,22-4278602
Sweden,"39,457.34",32793.00,10/20/2020,Beauty,Morissette Group,Maxie Marrow,Anita Woakes,PC,98-3280428
Italy,"38,536.92",32001.06,5/28/2020,Books,"Spencer, Rogahn and Muller",Piggy Roscrigg,Joshua Prevost,Mobile,61-4366487
France,"173,829.96",149824.04,9/23/2019,Beauty,Dibbert Inc,Othello Bowes,Amelina Piscopiello,PC,55-2128150
Portugal,"37,521.39",29701.93,1/18/2020,Beauty,Friesen-Rath,Celine Tumasian,Hortense Gerring,PC,60-0610487
Portugal,"119,409.43",102656.29,6/25/2019,Electronics,"Spencer, Rogahn and Muller",Celine Tumasian,Hortense Gerring,PC,02-9253490
Denmark,"248,261.86",206727.65,12/22/2019,Smartphones,Gleichner-Green,Modestia Byfford,Case Desorts,PC,65-2343846
UK,"96,669.92",76475.57,12/27/2020,Appliances,Johns and Sons,Jessamine Apark,Winny Agnolo,Mobile,20-0499139
France,"264,149.91",208757.67,12/20/2020,Smartphones,"Schmitt, Purdy and Johnson",Othello Bowes,Avrit Chanders,PC,32-3994860
Portugal,"216,863.04",175355.45,7/24/2019,Beauty,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,Tablet,72-7973717
France,"140,943.88",120633.87,5/28/2020,Appliances,Armstrong-Little,Othello Bowes,Avrit Chanders,Tablet,77-0650807
Luxembourg,"82,525.61",68446.74,3/1/2019,Clothing,Johns and Sons,Ilsa Kob,Jocelyn Laurentino,PC,34-5150360
Portugal,"19,622.59",17148.18,3/6/2020,Clothing,"Fisher, Morar and Skiles",Celine Tumasian,Aurelie Wren,PC,73-4726386
Sweden,"263,713.12",216165.64,6/30/2020,Electronics,"Schmitt, Purdy and Johnson",Maxie Marrow,Tarrah Castelletti,PC,78-6165949
Portugal,"284,298.56",229656.38,7/3/2020,Clothing,Stehr LLC,Celine Tumasian,Corene Shirer,PC,74-0191565
Sweden,"98,320.37",77722.25,8/23/2020,Games,Konopelski LLC,Maxie Marrow,Tarrah Castelletti,Tablet,02-3364199
UK,"128,112.26",104975.19,12/9/2020,Books,Hessel-Stiedemann,Jessamine Apark,Jay Morefield,PC,39-8642490
France,"110,878.97",90588.12,2/6/2020,Appliances,Konopelski LLC,Othello Bowes,Amelina Piscopiello,PC,50-8357453
Sweden,"66,225.71",52437.52,9/5/2020,Books,Larkin-Collier,Maxie Marrow,Alyosha Meah,PC,68-6900528
UK,"73,727.91",64047.44,10/11/2020,Books,Romaguera-Haley,Jessamine Apark,Winny Agnolo,PC,92-5154775
Denmark,"22,164.96",17938.10,3/14/2019,Books,Wyman Group,Modestia Byfford,Case Desorts,PC,60-7777080
France,"151,855.04",129486.79,1/16/2019,Electronics,Considine-Fisher,Othello Bowes,Amelina Piscopiello,PC,54-1473475
Finland,"106,115.85",93063.60,2/15/2020,Electronics,Johns and Sons,Hube Corey,Mellicent Mattys,Tablet,51-4531731
France,"89,369.00",72889.36,1/2/2020,Smartphones,"Swaniawski, Runolfsson and Green",Othello Bowes,Ora Grennan,PC,20-6735303
Sweden,"106,076.67",84765.87,10/10/2019,Electronics,Romaguera-Haley,Maxie Marrow,Madelon Bront,Mobile,97-5858605
Netherlands,"23,290.84",19147.40,2/25/2019,Electronics,Konopelski LLC,Denice Amberg,Nero Harbisher,PC,02-2183787
France,"83,340.04",73264.23,5/18/2020,Clothing,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,65-5818172
Denmark,"39,287.29",31708.77,3/15/2019,Games,Tillman and Sons,Modestia Byfford,Cobby Andersen,PC,03-8586261
Bulgaria,"124,611.61",107776.58,9/19/2020,Electronics,Wiza and Sons,Charil Alpe,Shermy McGready,PC,86-0928074
France,"147,055.10",126114.45,4/15/2019,Games,Friesen-Rath,Othello Bowes,Crysta Halls,PC,77-1100434
Ireland,"130,242.41",113050.41,12/30/2020,Smartphones,Johns and Sons,Glenine Suttaby,Palm Wetherald,PC,70-7426559
France,"34,771.79",28509.39,3/19/2020,Smartphones,"Rowe, Hermiston and Kessler",Othello Bowes,Maighdiln Upcraft,PC,45-5963143
Portugal,"201,573.23",166116.50,12/5/2019,Games,Schuster Inc,Celine Tumasian,Corene Shirer,Mobile,94-3590580
Sweden,"71,119.23",59220.98,3/9/2019,Books,Johns and Sons,Maxie Marrow,Alyosha Meah,PC,52-5981325
Portugal,"115,538.34",99686.48,1/28/2020,Games,Larkin-Collier,Celine Tumasian,Smitty Culverhouse,PC,74-7472724
Portugal,"144,237.38",116111.09,11/5/2020,Books,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,03-3965480
UK,"91,561.49",78266.76,3/25/2019,Books,Armstrong-Little,Jessamine Apark,Winny Agnolo,PC,64-4188827
Sweden,"233,858.47",185543.31,6/2/2020,Beauty,Romaguera-Dietrich,Maxie Marrow,Alyosha Meah,PC,66-5572109
UK,"256,388.08",212058.58,12/5/2019,Appliances,Tromp LLC,Jessamine Apark,Jay Morefield,Mobile,44-2994974
UK,"125,099.05",108473.39,3/5/2020,Books,Dibbert Inc,Jessamine Apark,Genevra Charrisson,PC,30-7981953
UK,"121,246.32",104005.09,5/30/2020,Books,Altenwerth-Konopelski,Jessamine Apark,Winny Agnolo,PC,82-9740062
Finland,"28,538.19",24970.92,5/27/2019,Games,Hilll-Vandervort,Hube Corey,Wat Bowkley,PC,28-7069317
France,"89,930.18",78005.44,3/26/2020,Other,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,PC,65-0441590
Sweden,"170,457.80",142809.54,8/14/2020,Accessories,"Shanahan, Schaden and Parker",Maxie Marrow,Anita Woakes,PC,60-1991659
UK,"166,380.74",146049.01,6/23/2020,Smartphones,Labadie and Sons,Jessamine Apark,Genevra Charrisson,PC,15-2948501
France,"116,328.75",93365.45,9/27/2019,Appliances,"Schowalter, Lesch and Beahan",Othello Bowes,Crysta Halls,PC,02-6830973
Germany,"230,765.62",195435.40,7/18/2019,Beauty,Johns and Sons,Rickard Doogood,Casie MacBain,PC,70-0112393
Portugal,"152,442.32",122258.74,10/6/2020,Electronics,Johns and Sons,Celine Tumasian,Aurelie Wren,PC,04-6161825
Sweden,"325,331.99",264592.51,12/23/2019,Games,Altenwerth-Konopelski,Maxie Marrow,Caro Morfield,Mobile,57-4142025
UK,"56,768.43",47384.61,4/22/2019,Games,Kihn Inc,Jessamine Apark,Winny Agnolo,PC,84-9254695
Portugal,"147,895.45",120416.48,7/1/2019,Clothing,Wisoky Inc,Celine Tumasian,Hortense Gerring,Mobile,17-1884075
Ireland,"57,107.26",48232.79,2/13/2020,Outdoors,Altenwerth-Konopelski,Glenine Suttaby,Bunnie Tonbridge,Mobile,49-6263811
France,"85,337.78",72306.70,2/4/2020,Appliances,"Lubowitz, McLaughlin and Erdman",Othello Bowes,Crysta Halls,Mobile,78-6287811
France,"162,199.24",130878.57,6/22/2020,Appliances,West-Cummings,Othello Bowes,Avrit Chanders,PC,75-1807214
Sweden,"128,208.95",111746.92,7/31/2020,Appliances,Dibbert Inc,Maxie Marrow,Alyosha Meah,PC,72-1300449
Germany,"86,669.23",71580.12,3/18/2020,Appliances,Hessel-Stiedemann,Rickard Doogood,Casie MacBain,PC,22-4332301
Ireland,"117,288.29",94546.09,7/4/2019,Clothing,Johns and Sons,Glenine Suttaby,Palm Wetherald,PC,42-2477150
France,"57,292.84",45908.75,10/3/2019,Electronics,"Zieme, Bailey and Herzog",Othello Bowes,Ora Grennan,PC,18-5234470
Portugal,"110,441.89",90970.98,1/4/2020,Beauty,"Heaney, Gulgowski and Kshlerin",Celine Tumasian,Hortense Gerring,Tablet,74-4541594
UK,"53,801.73",46785.98,9/28/2019,Games,Johns and Sons,Jessamine Apark,Jay Morefield,PC,16-6855831
UK,"308,763.51",245714.00,12/4/2020,Outdoors,Kihn Inc,Jessamine Apark,Winny Agnolo,PC,46-5327740
Portugal,"87,409.49",70548.20,11/29/2020,Games,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC,06-4416964
Denmark,"31,936.44",27708.06,9/17/2020,Books,"Hartmann, Hane and Pfannerstill",Modestia Byfford,Cobby Andersen,PC,46-6076582
Sweden,"45,463.65",36907.39,8/29/2020,Clothing,Schuster Inc,Maxie Marrow,Alyosha Meah,PC,38-1449694
Sweden,"112,909.40",93940.62,4/25/2019,Clothing,Johns and Sons,Maxie Marrow,Madelon Bront,PC,39-3557596
Portugal,"126,346.44",103970.49,4/8/2019,Smartphones,Johns and Sons,Celine Tumasian,Corene Shirer,PC,26-9990483
Portugal,"109,713.84",95769.21,5/7/2020,Smartphones,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,PC,31-7075495
Netherlands,"200,472.46",170181.07,6/19/2020,Electronics,Wiza and Sons,Denice Amberg,Nero Harbisher,PC,98-5774102
France,"35,214.85",27985.24,3/13/2019,Electronics,"Lueilwitz, Kerluke and Lesch",Othello Bowes,Ora Grennan,PC,46-5580805
Ireland,"161,630.62",133991.78,4/4/2019,Appliances,Friesen-Rath,Glenine Suttaby,Palm Wetherald,PC,39-6568658
Portugal,"179,184.12",142433.46,5/8/2020,Appliances,"Hamill, Kulas and Roob",Celine Tumasian,Brynn Dempster,PC,85-1464621
Sweden,"80,867.18",63982.11,2/12/2019,Books,Dibbert Inc,Maxie Marrow,Anita Woakes,PC,86-6763776
France,"96,613.06",79242.03,4/24/2019,Books,Johns and Sons,Othello Bowes,Ora Grennan,PC,03-7559332
Portugal,"89,600.45",70811.24,1/21/2020,Games,Wisoky Inc,Celine Tumasian,Smitty Culverhouse,PC,36-7939842
Portugal,"41,921.61",34773.98,11/28/2020,Games,Gislason-Stanton,Celine Tumasian,Hortense Gerring,Tablet,38-7603760
UK,"151,012.12",126080.02,8/25/2020,Accessories,Johns and Sons,Jessamine Apark,Jay Morefield,PC,11-5630090
Portugal,"112,481.44",96700.29,4/11/2020,Electronics,"Dickinson, Hyatt and Berge",Celine Tumasian,Hortense Gerring,Mobile,97-6414953
France,"90,228.68",77966.60,1/27/2019,Electronics,Wiza and Sons,Othello Bowes,Avrit Chanders,PC,64-9816105
UK,"141,552.40",122994.88,9/17/2019,Beauty,"Dickinson, Hyatt and Berge",Jessamine Apark,Winny Agnolo,PC,59-0893568
UK,"29,783.39",23719.49,11/27/2019,Books,"Schmitt, Purdy and Johnson",Jessamine Apark,Winny Agnolo,PC,18-0945763
Sweden,"149,938.71",131541.23,12/24/2020,Books,Walter LLC,Maxie Marrow,Madelon Bront,PC,26-1771681
Sweden,"103,839.74",90683.24,8/23/2020,Books,Schoen-Keeling,Maxie Marrow,Tarrah Castelletti,PC,57-6427586
Portugal,"30,550.32",25457.58,5/31/2019,Beauty,"Farrell, Swaniawski and Crist",Celine Tumasian,Smitty Culverhouse,Mobile,73-3910940
Sweden,"24,787.65",20454.77,2/12/2019,Other,"Lueilwitz, Kerluke and Lesch",Maxie Marrow,Caro Morfield,PC,34-8728117
France,"122,468.33",103032.61,9/8/2020,Electronics,Johns and Sons,Othello Bowes,Avrit Chanders,Mobile,53-7680732
Sweden,"137,026.71",120117.61,8/26/2020,Smartphones,McGlynn-Bergstrom,Maxie Marrow,Anita Woakes,PC,86-6380587
Finland,"132,246.48",106841.93,1/2/2019,Games,Friesen-Rath,Hube Corey,Mellicent Mattys,PC,95-1862126
Portugal,"111,551.96",89420.05,1/6/2020,Clothing,Wunsch LLC,Celine Tumasian,Aurelie Wren,PC,41-6241712
France,"127,946.33",111850.68,9/9/2019,Beauty,"Hamill, Kulas and Roob",Othello Bowes,Crysta Halls,PC,32-3418936
Sweden,"78,679.60",62416.53,10/12/2019,Games,Stehr LLC,Maxie Marrow,Tarrah Castelletti,PC,10-1511807
UK,"86,071.63",71198.45,11/13/2019,Electronics,Gislason-Stanton,Jessamine Apark,Genevra Charrisson,Tablet,66-6360568
Portugal,"134,120.38",105981.92,4/30/2020,Games,McGlynn-Bergstrom,Celine Tumasian,Brynn Dempster,PC,63-4386955
Spain,"77,855.47",63545.63,8/13/2019,Outdoors,Goldner-Dibbert,Emalia Dinse,Bertha Walbrook,PC,77-3226391
UK,"176,080.36",153401.21,11/13/2019,Beauty,Tillman and Sons,Jessamine Apark,Jay Morefield,PC,74-9554997
Portugal,"159,514.03",138872.91,9/23/2020,Clothing,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,PC,37-0756560
France,"238,850.25",199607.15,6/30/2019,Appliances,"Rowe, Hermiston and Kessler",Othello Bowes,Ora Grennan,PC,19-9649739
Sweden,"240,940.97",195138.09,12/27/2019,Accessories,Wunsch LLC,Maxie Marrow,Tarrah Castelletti,PC,91-4735064
Denmark,"109,892.92",89441.85,5/6/2020,Books,"Lubowitz, McLaughlin and Erdman",Modestia Byfford,Cobby Andersen,PC,82-1337530
Germany,"86,704.08",75380.53,10/5/2020,Books,Tillman and Sons,Rickard Doogood,Casie MacBain,PC,39-3209780
Ireland,"292,124.64",245822.88,12/9/2019,Beauty,"Christiansen, Donnelly and Bechtelar",Glenine Suttaby,Palm Wetherald,PC,18-0483044
Bulgaria,"122,998.65",97476.43,1/28/2020,Games,Armstrong-Little,Charil Alpe,Bernadine Fullagar,PC,70-0044622
Sweden,"50,646.66",43039.53,4/1/2020,Clothing,Johns and Sons,Maxie Marrow,Madelon Bront,PC,43-1236055
Sweden,"89,639.28",77788.97,1/25/2019,Clothing,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,PC,25-6133000
Spain,"107,359.01",90868.67,10/29/2019,Electronics,Kirlin and Sons,Emalia Dinse,Perri Aldersley,PC,78-7666796
Luxembourg,"148,359.68",118480.04,7/23/2020,Games,"Dickinson, Hyatt and Berge",Ilsa Kob,Jocelyn Laurentino,PC,45-1867999
Finland,"177,464.83",142717.22,1/25/2020,Outdoors,Gislason-Stanton,Hube Corey,Mellicent Mattys,PC,97-5797169
Portugal,"168,757.23",136895.86,8/24/2020,Appliances,Labadie and Sons,Celine Tumasian,Aurelie Wren,PC,31-6585710
France,"19,814.86",16787.15,3/20/2020,Appliances,"Murray, Reichel and Nolan",Othello Bowes,Avrit Chanders,PC,84-0460695
Belgium,"46,311.34",40564.10,3/1/2020,Accessories,"Heaney, Gulgowski and Kshlerin",Lambert Norheny,Collin Mackness,PC,20-4568650
